ImageId,EncodedPixels
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,299583 6 300095 7 300602 14 301113 16 301624 18 302133 22 302644 24 303155 25 303665 27 304177 28 304687 30 305198 32 305709 33 306220 34 306732 34 307244 34 307756 34 308267 34 308779 33 309291 33 309803 32 310315 31 310827 30 311340 28 311853 26 312365 25 312879 21 313391 20 313904 17 314419 13 314931 12
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,190539 5 191050 7 191561 8 192073 9 192585 10 193097 10 193608 12 194120 12 194631 14 195143 15 195655 16 196167 17 196679 17 197191 18 197703 19 198214 20 198725 21 199237 23 199749 23 200261 23 200773 23 201284 24 201795 25 202307 25 202819 26 203331 27 203843 27 204355 27 204867 27 205379 27 205891 27 206403 26 206916 24 207428 24 207941 23 208453 23 208965 23 209477 23 209990 22 210502 22 211015 21 211527 21 212039 21 212551 21 213063 19 213575 19 214087 19 214599 18 215111 17 215623 17 216135 16 216647 15 217159 14 217671 13 218183 13 218695 12 219207 11 219719 10 220232 9 220744 9 221257 7 221770 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,275033 18 275545 19 276054 24 276565 27 277076 29 277587 32 278099 33 278611 34 279123 35 279635 35 280147 35 280659 35 281172 34 281685 33 282197 33 282709 32 283221 31 283733 30 284245 29 284757 29 285270 26 285783 24 286295 22 286808 19 287321 17 287834 14
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174204 5 174715 7 175226 10 175737 14 176249 15 176760 17 177271 20 177783 22 178295 22 178807 23 179319 25 179805 14 179831 26 180316 17 180343 29 180827 20 180854 30 181339 22 181364 32 181850 24 181875 35 182361 62 182873 63 183385 63 183897 64 184409 64 184921 65 185433 67 185945 67 186457 68 186969 69 187482 68 187995 67 188507 69 189020 68 189532 68 190045 67 190559 32 190595 30 191072 31 191107 31 191585 30 191620 30 192097 29 192133 29 192609 29 192645 29 193122 29 193157 29 193635 29 193669 29 194147 29 194182 28 194660 28 194695 27 195172 27 195207 27 195686 24 195721 25 196199 23 196234 24 196711 23 196747 23 197224 21 197260 22 197737 19 197773 21 198250 15 198286 18 198767 6 198799 15 199313 12
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,228998 14 229509 16 230019 19 230530 22 231041 23 231547 29 232059 31 232569 33 233075 39 233586 42 234089 51 234600 52 235110 54 235621 55 236133 53 236644 54 237155 55 237667 53 238178 53 238689 44 238736 6 239201 41 239713 39 240225 39 240737 39 241249 39 241761 38 242273 37 242785 37 243297 37 243809 37 244322 36 244835 34 245348 33 245861 32 246374 30 246887 29 247400 28 247913 27 248425 26 248939 23 249452 22 249968 15 250482 12 250997 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,102 12 612 15 1124 15 1636 15 2147 16 2659 16 3171 16 3683 16 4195 16 4707 16 5219 15 5732 14 6244 14 6756 13 7268 13 7781 11 8293 10 8806 9 9321 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,285837 11 286348 14 286859 16 287367 22 287879 23 288388 27 288897 32 289408 33 289919 35 290431 35 290942 36 291453 37 291965 37 292476 38 292987 39 293498 39 294009 39 294521 39 295033 39 295545 39 296057 38 296568 38 297079 39 297591 39 298103 39 298615 38 299127 38 299639 37 300151 37 300663 37 301175 37 301687 36 302199 35 302711 35 303223 35 303735 35 304247 34 304759 33 305271 31 305783 31 306296 30 306808 28 307321 26 307833 26 308345 25 308857 24 309369 23 309884 17 310397 15 310910 13 311425 5 311938 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,263833 7 264342 12 264853 13 265364 15 265875 17 266386 19 266896 23 267407 25 267919 26 268431 27 268942 28 269453 30 269965 31 270477 32 270989 32 271501 33 272013 33 272525 34 273037 34 273549 35 274061 35 274573 35 275085 35 275597 35 276109 34 276622 32 277135 31 277649 29 278161 27 278674 26 279187 25 279699 24 280213 20 280726 18 281241 12
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,139014 8 139525 10 140036 11 140547 14 141059 14 141481 5 141570 17 141991 21 142081 19 142503 21 142593 19 143015 22 143104 21 143527 23 143616 21 144039 24 144128 22 144551 25 144613 5 144640 23 145063 27 145123 8 145152 23 145575 27 145633 11 145664 23 146087 29 146144 13 146176 24 146600 28 146654 15 146689 23 147113 28 147163 21 147201 24 147625 31 147675 22 147713 25 148138 30 148186 23 148225 25 148651 29 148698 23 148737 25 149163 29 149209 25 149249 25 149678 27 149721 27 149762 25 150191 27 150233 28 150275 25 150704 26 150745 29 150787 25 151217 25 151257 32 151299 25 151729 27 151769 32 151811 25 152240 28 152281 35 152323 24 152752 28 152793 36 152835 24 153264 30 153306 36 153343 2 153346 25 153775 31 153818 64 154286 34 154331 63 154798 34 154843 62 155310 34 155355 62 155822 34 155867 61 156334 35 156380 59 156846 36 156892 58 157358 36 157405 55 157870 37 157918 38 157962 3 158384 36 158430 36 158896 36 158943 35 159408 36 159455 35 159920 36 159968 34 160432 37 160480 34 160944 38 160993 33 161458 36 161505 31 161970 36 162017 31 162482 36 162529 31 162995 36 163040 31 163507 37 163551 31 164020 38 164062 32 164533 72 165046 70 165558 69 166071 67 166584 66 167098 63 167610 61 168124 58 168637 53 169150 51 169662 50 170175 47 170688 46 171200 43 171712 42 172224 41 172735 42 173247 41 173743 8 173758 41 174249 61 174761 61 175272 62 175783 62 176295 62 176807 62 177319 62 177830 63 178341 63 178853 62 179365 61 179877 60 180389 59 180901 57 181413 56 181925 55 182437 48 182949 46 183461 44 183973 39 184486 37 184999 36 185511 36 186023 36 186536 35 187048 35 187561 35 188073 35 188585 35 189098 34 189611 32 190123 32 190635 32 191147 31 191660 30 192173 28 192685 28 193197 27 193709 26 194222 24 194735 22 195247 20 195760 18 196275 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,219377 8 219888 12 220398 15 220908 18 221419 21 221929 23 222441 25 222952 26 223462 28 223974 28 224485 29 224996 30 225508 30 226019 31 226531 31 227043 31 227554 32 228066 32 228576 34 229087 35 229599 35 230109 37 230621 35 231132 36 231643 37 232155 37 232666 38 233177 39 233688 40 234199 41 234711 41 235223 42 235734 44 236246 44 236758 45 237270 46 237783 45 238295 46 238807 47 239319 48 239830 50 240342 50 240853 51 241365 51 241876 52 242387 53 242899 53 243410 54 243921 55 244433 30 244466 20 244942 33 244980 17 245453 34 245493 15 245965 35 246006 13 246476 37 246519 11 246988 37 247033 8 247500 38 248012 39 248524 40 249037 39 249549 39 250061 40 250574 39 251086 40 251599 39 252112 38 252624 38 253136 38 253648 38 254159 39 254669 41 255180 42 255690 44 256182 64 256693 65 257205 65 257716 66 258227 67 258738 68 259250 68 259761 69 260272 70 260784 69 261295 69 261807 69 262319 67 262831 65 263343 64 263855 53 263911 3 264367 51 264880 49 265393 47 265905 45 266418 44 266932 42 267445 40 267959 38 268472 36 268985 34 269500 30 270013 28 270528 8 271043 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,332470 10 332981 12 333493 12 334004 14 334516 15 335027 17 335539 19 336051 19 336563 21 337075 22 337587 23 338099 25 338611 25 339122 26 339634 27 340146 28 340658 28 341170 30 341682 30 342194 30 342706 30 343218 30 343730 32 344243 31 344755 31 345267 31 345779 31 346291 32 346803 32 347315 32 347828 27
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,291542 13 292053 15 292562 22 293072 26 293130 1 293583 28 293641 4 294090 35 294133 7 294148 11 294601 37 294644 9 294659 12 295112 54 295170 13 295623 73 296135 73 296647 73 297159 73 297671 74 298182 76 298694 76 299207 78 299719 81 300231 82 300744 83 301256 84 301769 83 302282 35 302320 45 302794 35 302833 45 303308 28 303346 44 303822 16 303841 6 303859 43 304336 9 304371 45 304885 43 305397 45 305909 45 306422 44 306934 46 307447 45 307959 45 308471 47 308985 45 309497 45 310010 45 310523 45 311036 44 311549 43 312062 42 312575 40 313087 39 313600 38 314114 35 314627 33 315140 29
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,325328 4 325838 7 326348 9 326859 16 327371 17 327883 19 328395 20 328907 20 329419 21 329931 22 330443 22 330956 22 331468 22 331980 23 332494 22 333006 22 333518 23 334032 21 334544 21 335056 21 335570 19 336082 19 336596 18 337109 17 337622 17 338137 14 338650 13 339162 13 339676 11 340188 12 340700 12 341212 12 341724 12 342237 11 342750 10 343262 10 343774 10 344287 9 344800 8 345312 8 345824 8 346336 9 346848 9 347360 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,187637 5 188149 7 188660 9 189171 12 189682 14 190193 15 190701 20 191212 21 191720 26 192231 27 192742 28 193249 33 193760 34 194271 34 194782 35 195292 37 195804 37 196316 37 196828 36 197340 35 197852 35 198364 34 198876 33 199388 33 199901 31 200414 28 200927 15 200949 2 201439 11 201954 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,326911 12 327423 13 327934 15 328445 17 328956 19 329467 21 329979 22 330491 22 331003 26 331515 27 332027 28 332539 31 333051 31 333563 31 334075 31 334588 31 335100 31 335612 31 336125 30 336637 30 337149 30 337661 29 338173 29 338685 29 339198 28 339710 28 340223 27 340735 27 341247 28 341760 28 342272 28 342785 28 343298 28 343811 28 344325 26 344838 26 345351 27 345864 33 346376 38 346889 37 347401 37 347914 30
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,226067 13 226578 16 227089 18 227601 24 228113 25 228625 32 229137 42 229649 43 230161 44 230673 45 231186 44 231699 43 232211 43 232723 43 233235 43 233748 42 234261 41 234773 41 235286 39 235799 37 236311 36 236823 34 237335 33 237848 31 238361 28 238873 26 239388 19 239901 17 240414 15
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,87330 4 87840 7 88351 8 88861 12 89370 16 89882 17 90394 18 90906 18 91418 19 91930 19 92442 20 92954 20 93466 20 93978 20 94490 20 95002 20 95514 19 96027 18 96539 18 97051 17 97564 15 98078 11 98591 9
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250699 16 251210 18 251721 20 252232 22 252743 25 253255 26 253766 28 254278 29 254789 30 255301 31 255812 33 256321 39 256833 39 257343 42 257854 44 258365 46 258877 47 259388 48 259899 50 260411 51 260923 51 261435 52 261947 53 262459 53 262971 53 263483 53 263982 1 263995 53 264487 15 264506 54 264998 74 265508 76 266018 78 266529 78 267039 79 267550 79 268061 80 268572 66 268641 12 269084 59 269595 58 270107 57 270619 57 271131 57 271643 59 272155 60 272667 69 273179 69 273691 70 274203 71 274716 71 275229 70 275741 71 276253 71 276765 72 277278 71 277790 72 278303 71 278815 71 279327 71 279839 70 280351 70 280863 69 281375 69 281887 69 282399 67 282912 66 283424 66 283936 65 284449 64 284961 63 285474 62 285989 58 286501 57 287015 54 287529 52 288041 50 288556 29 288587 14 289069 27 289100 12 289582 24 290095 22 290607 22 291124 16 291637 15 292151 12 292667 7 293179 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,201533 2 202044 5 202551 14 203061 18 203573 18 204082 23 204593 25 205104 27 205614 29 206125 31 206637 32 207146 35 207657 36 208168 38 208679 40 209191 40 209703 40 210215 40 210727 39 211238 39 211750 38 212261 39 212773 39 213285 39 213797 39 214309 37 214821 37 215333 37 215845 37 216358 35 216871 33 217384 31 217897 30 218409 29 218922 27 219436 25 219949 22 220464 17 220978 15 221492 12
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,138062 4 138574 5 139085 9 139597 10 140109 10 140620 16 141120 1 141128 22 141621 43 142132 46 142643 47 143153 49 143665 51 144177 51 144690 50 145202 50 145714 50 146226 50 146738 50 147250 50 147763 49 148275 49 148788 47 149301 44 149814 42 150327 41 150841 36 151356 30 151870 25
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,304974 22 305484 27 305995 30 306505 32 307017 33 307529 34 308041 35 308553 36 309065 36 309576 38 310088 39 310600 40 311112 40 311625 40 312137 41 312649 41 313161 41 313673 41 314185 41 314697 41 315209 41 315722 41 316235 41 316747 42 317259 42 317772 42 318284 42 318797 41 319309 41 319822 41 320334 42 320847 41 321360 40 321872 40 322385 39 322897 39 323409 39 323922 38 324435 37 324948 35 325461 33 325975 30 326491 23 327007 17 327523 11
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,223090 9 223597 16 224108 17 224619 19 225129 22 225640 23 226150 25 226661 26 227172 27 227681 30 228193 30 228703 31 229212 34 229723 34 230233 35 230745 35 231256 35 231766 36 232278 36 232789 36 233301 35 233813 34 234325 32 234838 27 235350 23 235862 20 236375 18 236889 7 237402 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,163200 3 163710 8 164222 9 164732 12 165225 5 165242 15 165736 9 165753 16 166245 15 166264 18 166756 38 167267 39 167779 38 168290 39 168801 39 169313 39 169825 38 170337 38 170849 35 171362 33 171875 31 172387 30 172900 28 173413 25 173926 23 174448 11 174961 10 175474 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,120187 18 120698 20 121209 22 121720 26 121769 13 122231 28 122280 15 122742 30 122791 19 123254 32 123303 21 123765 34 123814 23 124276 36 124325 26 124788 37 124837 27 125299 38 125348 30 125811 87 126323 89 126835 90 127347 93 127859 94 128370 95 128882 96 129394 97 129906 98 130418 98 130930 99 131442 100 131954 101 132466 101 132978 102 133490 102 134003 101 134515 101 135027 101 135539 101 136051 101 136564 100 137076 100 137589 99 138102 98 138614 97 139127 95 139640 93 140154 89 140667 52 140724 30 141180 51 141237 28 141694 45 141750 20 142208 38 142721 19
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,292218 3 292730 4 293242 5 293755 4 294267 4 294779 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174487 24 174999 25 175510 27 176016 33 176527 36 177036 40 177546 42 178057 43 178567 45 179078 46 179587 50 180098 52 180609 53 181121 53 181632 54 182144 53 182656 53 183168 52 183679 53 184190 54 184702 54 185213 55 185725 55 186236 56 186747 57 187259 57 187771 56 188283 55 188795 54 189307 53 189819 53 190332 50 190845 46 191357 45 191870 44 192383 43 192896 40 193410 38 193923 37 194435 39 194947 39 195459 39 195970 40 196481 41 196993 41 197504 42 198015 43 198526 44 199037 45 199549 44 200060 44 200571 45 201083 42 201595 34 202107 33 202619 31 203131 30 203643 28 204156 25 204669 23 205181 22 205694 21 206207 19 206720 17 207234 11 207746 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250257 2 250764 11 251275 13 251786 15 252297 16 252809 17 253321 17 253833 17 254345 17 254857 17 255369 17 255881 16 256392 17 256904 17 257415 18 257927 18 258438 18 258949 18 259461 18 259973 18 260485 19 260996 20 261508 20 262020 20 262532 20 263044 20 263557 19 264069 19 264582 18 265095 17 265608 15 266121 14 266635 12 267148 11 267661 10 268174 8 268687 6 269202 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,333718 14 334229 16 334741 17 335250 26 335761 27 336273 29 336784 32 337295 33 337806 35 338318 38 338830 38 339341 39 339853 41 340366 40 340878 40 341390 40 341903 39 342415 39 342928 38 343442 36 343959 31 344479 23 344992 22 345504 22 346017 21 346529 20 347041 20 347553 20 348071 12
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,196537 13 197048 16 197558 19 198069 21 198581 22 199092 23 199603 25 200114 26 200625 27 201136 30 201647 31 202158 32 202669 33 203179 35 203691 35 204202 36 204713 36 205224 36 205734 38 206245 39 206755 41 207264 45 207775 46 208286 46 208798 45 209309 46 209820 46 210331 47 210842 47 211351 50 211861 52 212370 54 212881 52 213393 52 213904 12 213922 28 214416 11 214435 25 214929 9 214948 23 215442 6 215470 7 215984 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,229283 11 229794 13 230304 34 230815 39 231326 42 231837 44 232349 46 232861 47 233373 47 233884 48 234395 49 234907 49 235419 49 235931 49 236443 49 236956 48 237469 47 237981 46 238493 45 239005 44 239518 39 240031 37 240543 36 241055 34 241568 32 242081 29 242593 27 243105 27 243618 25 244131 23 244643 22 245158 18 245671 17 246184 14 246699 10 247211 9
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,292788 4 293285 23 293795 26 294304 32 294815 35 295326 38 295837 44 296349 44 296861 48 297373 49 297885 50 298397 50 298909 51 299421 52 299933 53 300445 54 300957 55 301469 55 301981 55 302494 54 303006 54 303519 53 304031 53 304543 53 305055 53 305568 52 306080 52 306593 51 307105 51 307617 51 308129 51 308641 50 309153 49 309665 49 310178 47 310691 46 311203 46 311716 44 312229 43 312741 42 313254 41 313767 40 314280 37 314793 36 315305 35 315820 27 316333 25 316848 18 317363 14 317875 13
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,254916 11 255427 14 255938 16 256447 25 256959 27 257470 28 257981 29 258492 31 259003 33 259515 33 260026 35 260537 37 261049 37 261560 39 262071 41 262583 41 263095 41 263607 43 264118 44 264629 45 265141 45 265653 45 266165 45 266677 45 267190 44 267702 44 268215 43 268727 43 269239 41 269751 41 270263 41 270776 39 271289 37 271801 36 272317 30 272830 28 273343 25 273857 21 274369 20 274882 18 275396 15 275909 14 276421 13 276934 12 277448 8 277963 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,113127 4 113637 7 114149 8 114658 16 115168 19 115680 20 116191 22 116701 24 117212 26 117722 29 118234 29 118745 31 119257 31 119768 34 120279 37 120791 41 121304 40 121816 41 122328 41 122841 40 123353 40 123866 39 124379 38 124891 38 125404 37 125917 36 126430 35 126943 34 127455 34 127968 33 128481 32 128993 32 129506 31 130019 30 130532 29 131052 21 131565 20 132080 16 132594 9 133107 7 133620 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,213501 3 214008 9 214519 10 215029 12 215540 13 216050 15 216562 15 217074 15 217585 16 218096 17 218608 17 219120 17 219632 17 220144 17 220656 17 221167 18 221679 18 222190 19 222702 19 223213 20 223724 21 224235 22 224747 22 225258 23 225770 23 226282 23 226793 24 227304 25 227816 25 228328 25 228840 25 229352 25 229864 25 230376 25 230888 25 231400 25 231912 25 232424 25 232936 25 233448 25 233960 25 234472 25 234984 25 235496 25 236009 24 236521 24 237033 24 237545 24 238057 24 238569 24 239081 24 239594 22 240107 21 240619 18 241132 13 241645 12 242158 8 242671 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,331261 4 331773 4 332280 9 332791 10 333302 11 333812 13 334322 15 334833 16 335343 18 335853 20 336364 21 336875 22 337386 23 337897 24 338409 24 338921 24 339433 24 339945 24 340457 24 340970 12 340986 7 341483 11 341498 7 341996 10 342011 6 342509 4 342524 5 343037 4 343550 3 344062 3 344575 2 345087 2 345598 3 346110 3 346621 4 347133 4 347645 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,185852 5 186364 5 186875 6 187386 7 187897 8 188409 8 188921 8 189433 8 189945 8 190457 8 190970 7 191482 7 191995 6 192507 6 193020 5 193533 4 194046 3 194558 3 195071 2 195583 1
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,1 13 520 14 1039 15 1558 16 2077 16 2596 16 3115 17 3634 17 4153 17 4672 17 5191 16 5710 16 6229 16 6749 15 7269 14 7789 11 8311 6
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,69029 4 69547 5 70066 6 70585 8 71104 11 71623 13 72142 13 72661 12 73180 12 73699 12 74218 14 74737 14 75256 16 75775 18 76297 17 76817 17 77337 17 77855 20 78374 20 78892 21 79411 21 79929 23 80448 23 80967 23 81486 24 82005 24 82523 25 83042 25 83561 25
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,31153 10 31671 13 32189 16 32708 18 33226 20 33744 22 34263 22 34782 22 35300 23 35818 26 36337 27 36856 27 37373 29 37892 29 38411 29 38930 31 39448 32 39966 44 40485 46 41004 47 41523 47 42042 47 42562 47 43082 46 43603 44 44128 38 44649 36 45168 37 45688 37 46208 36 46731 32 47252 30 47781 20 48301 20 48821 20 49341 19 49861 18 50381 17 50902 15 51422 14 51942 13 52463 11 52982 11 53502 11 54022 10 54541 10 55062 7
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,55036 9 55553 14 56071 18 56590 20 57107 25 57626 26 58145 27 58663 29 59182 29 59700 30 60219 31 60738 32 61257 32 61776 32 62295 32 62814 32 63333 31 63852 30 64371 30 64890 30 65409 30 65929 29 66449 27 66970 24 67490 23 68010 22 68530 20 69050 18 69569 18 70089 16 70608 15 71127 15 71647 12 72169 7
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,20 18 39 21 538 41 1058 18 1077 21 1577 18 1596 21 2097 41 2616 41 3135 41 3654 41 4174 40 4694 39 5213 40 5732 41 6251 41 6771 40 7291 39 7811 38 8330 38 8849 38 9369 37 9889 35 10408 34 10927 19 10952 7 11446 17 11965 17 12486 12 13009 5
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,73744 8 74257 18 74773 23 75290 26 75807 29 76325 32 76843 33 77362 34 77880 36 78399 37 78918 38 79437 38 79957 37 80476 37 80995 38 81514 38 82032 39 82551 40 83071 39 83590 39
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,54073 7 54584 16 55100 19 55618 21 56136 22 56655 22 57174 22 57692 23 58210 23 58729 22 59247 23 59766 23 60286 22 60805 21 61302 10 61324 20 61818 16 61843 19 62336 20 62362 18 62855 20 62883 15 63374 22 63402 14 63891 26 63923 13 64410 27 64442 16 64927 29 64962 19 65446 30 65482 19 65965 31 66001 20 66487 29 66521 20 67011 24 67039 22 67532 24 67558 23 68053 48 68574 46 69093 48 69613 60 70133 61 70654 60 71179 55 71700 53 72220 54 72740 53 73259 53 73780 52 74299 52 74818 53 75338 52 75858 51 76377 51 76896 50 77415 50 77935 48 78455 45 78974 43 79493 42 80012 42 80531 42 81050 41 81571 39 82090 39 82610 38 83129 38 83649 36
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,71 7 592 3
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,43186 5 43703 8 44221 9 44740 9 45258 11 45777 11 46297 10 46817 9 47336 9 47843 21 48361 21 48880 20 49400 19 49920 18 50440 17 50960 14 51482 9
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,10549 7 11031 12 11067 10 11549 17 11585 11 12068 21 12103 12 12587 26 12622 12 13104 30 13140 13 13621 32 13658 13 14138 35 14177 12 14657 36 14696 12 15174 39 15216 11 15693 53 16212 51 16731 46 17250 47 17768 48 18286 50 18806 50 19326 49 19845 50 20364 50 20883 50 21402 50 21922 49 22441 49 22960 49 23480 48 23999 48 24518 48 25037 50 25556 50 26075 50 26596 48 27115 48 27634 48 28153 48 28673 47 29193 46 29712 45 30231 45 30752 43 31271 43 31790 43 32310 42 32830 40 33349 40 33868 40 34387 40 34906 40 35425 39 35943 40 36463 38 36982 37 37501 36 38020 34 38539 33 39058 31 39577 30 40096 29 40615 29 41135 12 41149 14 41654 30 42175 29 42694 30 43213 30 43731 32 44250 32 44769 32 45288 34 45809 33 46328 35 46848 35 47368 35 47889 33 48408 33 48929 31 49448 31 49968 30 50488 28 51008 24 51529 11
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,56702 4 57220 7 57738 10 58258 11 58777 11 59299 6
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,19908 2 20425 12 20943 15 21462 15 21981 15 22501 16 23021 15 23540 15 24059 17 24579 16 25099 17 25618 17 26139 16 26658 17 27179 15 27698 17 28217 17 28736 17 29255 19 29774 19 30290 24 30806 27 31324 28 31842 31 32360 32 32879 34 33398 34 33917 34 34436 34 34955 34 35474 34 35993 34 36511 35 37030 33 37549 32 38069 30 38588 36 39108 38 39627 39 40146 41 40665 42 41184 43 41704 42 42226 39 42753 32 43273 31 43791 32 44311 32 44830 33 45350 32 45869 32 46388 33 46907 33 47426 33 47945 34 48464 34 48981 37 49498 39 50015 42 50531 46 51049 47 51568 47 52085 49 52604 49 53123 49 53642 49 54162 48 54681 48 55199 48 55717 48 56236 46 56755 45 57274 44 57793 44 58312 44 58831 44 59350 44 59869 44 60388 43 60908 41 61426 42 61945 42 62439 12 62464 41 62956 16 62983 42 63475 16 63503 48 63992 18 64023 52 64510 20 64544 52 65028 21 65065 51 65547 21 65585 51 66065 22 66106 50 66584 23 66627 17 66645 30 67102 24 67143 15 67168 26 67621 24 67660 16 67688 25 68140 24 68177 20 68205 27 68659 24 68694 22 68724 27 69178 24 69211 26 69243 27 69697 24 69730 28 69762 26 70216 24 70248 29 70282 24 70735 23 70766 31 70800 25 71254 23 71285 31 71319 24 71773 23 71804 58 72292 23 72322 59 72812 22 72841 57 73332 19 73360 56 73851 18 73879 55 74370 18 74398 54 74889 18 74918 52 75407 20 75436 53 75925 21 75955 53 76444 21 76474 53 76963 22 76994 54 77482 23 77513 54 77999 25 78032 54 78518 25 78551 52 79037 25 79070 52 79556 24 79589 50 80074 25 80107 50 80592 24 80624 50 81111 78 81630 75 82149 72 82668 70 83187 68 83708 65
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,148 24 668 24 1190 21 1715 15 2236 13 2755 12 3276 10 3795 11 4314 11 4833 11 5352 12 5871 13 6390 12 6909 12 7428 12 7948 11 8468 10 8987 10 9509 4
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,1760 4 2275 11 2794 11 3313 13 3832 13 4351 13 4870 14 5388 16 5906 17 6425 17 6943 18 7459 21 7975 24 8493 24 9012 23 9531 21 10050 19 10571 16 11091 12
1962d0c5faf3e85cda80e0578e0cb7aca50826d781620e5c1c4cc586bc69f81a,10112 2 10627 9 11123 8 11142 15 11640 15 11659 17 12157 39 12676 40 13195 41 13701 4 13714 42 14216 12 14233 43 14735 62 15252 64 15772 63 16292 62 16812 61 17333 58 17853 56 18374 52 18895 48 19416 45 19936 42 20457 39 20976 38 21497 34 22017 33 22537 29 23057 27 23577 23 24097 20 24617 16 25137 13 25657 12 26176 13 26696 12 27216 12 27735 12 28254 13 28774 12 29293 12 29812 12 30331 12 30850 13 31370 12 31889 12 32408 12 32928 11 33449 5
