,bodyType,color,fuelType,modelDate,name,numberOfDoors,productionDate,vehicleConfiguration,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,ПТС,desr_topic_0,desr_topic_1,desr_topic_2,desr_topic_4,Grp_ID,dist_2_diller_txt,ft_,km_per_year,km_per_year_power,description_l,description_l1,Комплектация_1,enginePower2user,enginePower2liter,name_1,Омыватель фар,Кожа (Материал салона),Парктроник задний,Тонированные стекла,Навигационная система,Электроскладывание зеркал,Тёмный салон,Электропривод крышки багажника,Спортивные передние сиденья,Светодиодные фары,Металлик,Система управления дальним светом,Люк,Камера задняя,"Система помощи при торможении (BAS, EBD)",Диски 18,Диски 19,Голосовое управление,Премиальная аудиосистема,Доводчик дверей,Панорамная крыша / лобовое стекло,Диски 20,CarPlay,Солнцезащитные шторки в задних дверях,Камера 360°,Пневмоподвеска,Беспроводная зарядка для смартфона,Дистанционный запуск двигателя,Система предотвращения столкновения,Система контроля слепых зон,Алькантара (Материал салона),Третий ряд сидений
1190,other,серый,бензин,14,3.0si 3.0 AT (264 л.с.) 4WD,5,12,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,264,208000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.03895643353462219,0,16000.0,80.96,355,57,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,88,85.16129032258064,3.0si,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1191,седан,чёрный,бензин,20,530i 3.0 AT (231 л.с.),4,19,SEDAN AUTOMATIC 3.0,автоматическая,3.0,231,300000,задний,Дубликат,0.0,0.0,0.0,0.99,0,0.0033329708967357874,8,15000.0,0.0,827,119,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,77,74.51612903225806,530i,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,седан,серый,бензин,4,M550i xDrive 4.4 AT (462 л.с.) 4WD,4,2,SEDAN AUTOMATIC 4.4,автоматическая,4.4,462,902,полный,Оригинал,0.0,0.2,0.0,0.8,3,0.42638954520225525,6,300.6666666666667,460.61091999999996,2318,304,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,154,102.66666666666667,M550i,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1193,other,чёрный,бензин,6,20i 2.0 AT (184 л.с.) 4WD,5,3,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,34089,полный,Оригинал,0.0,0.0,0.0,0.99,0,0.9162057638168335,2,8522.25,163.09208,1226,179,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,седан,синий,бензин,18,525i 2.5 AT (192 л.с.),4,17,SEDAN AUTOMATIC 2.5,автоматическая,2.5,192,268000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.2738730013370514,0,14888.888888888889,20.480000000000004,387,56,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,64,73.84615384615384,525i,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,other,белый,дизель,10,20d xDrive 2.0d AT (184 л.с.) 4WD,5,9,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,260000,полный,Оригинал,0.02,0.01,0.01,0.94,0,0.05079926922917366,0,26000.0,24.533333333333328,184,31,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20d,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,other,other,бензин,21,3.0i 3.0 AT (231 л.с.) 4WD,5,17,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,231,300000,полный,Оригинал,0.0,0.0,0.0,0.97,0,0.007054318208247423,0,16666.666666666668,0.0,315,49,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,77,74.51612903225806,3.0i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,седан,белый,бензин,9,4.4 AMT (560 л.с.),4,7,SEDAN ROBOT 4.4,роботизированная,4.4,560,32000,задний,Оригинал,0.06,0.04,0.83,0.02,1,0.22535189986228943,0,4000.0,500.26666666666665,40,7,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,187,124.44444444444444,4.4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,other,чёрный,бензин,17,3.0i 3.0 AT (231 л.с.) 4WD,5,15,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,231,300000,полный,Оригинал,0.0,0.0,0.0,0.97,0,0.14508645236492157,0,18750.0,0.0,290,43,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,77,74.51612903225806,3.0i,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,other,чёрный,бензин,13,35i 3.0 AT (306 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,306,170000,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.19675776362419128,0,18888.88888888889,132.6,258,37,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,102,98.70967741935483,35i,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,other,чёрный,бензин,6,20i xDrive 2.0 AT (184 л.с.) 4WD,5,6,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,96000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.2998802661895752,0,13714.285714285714,125.11999999999999,342,52,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,other,other,бензин,11,28i 2.0 AT (245 л.с.) 4WD,5,9,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,245,123954,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.24746227264404297,0,12395.4,143.7709,249,39,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,28i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,other,синий,бензин,2,M850i xDrive 4.4 AT (530 л.с.) 4WD,2,1,COUPE AUTOMATIC 4.4,автоматическая,4.4,530,8,полный,Оригинал,0.05,0.12,0.13,0.7,2,0.3478630483150482,3,4.0,529.9858666666667,3729,522,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,177,117.77777777777777,M850i,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1203,other,чёрный,бензин,14,30i 3.0 AT (272 л.с.) 4WD,5,10,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,272,180000,полный,Дубликат,0.0,0.0,0.0,0.97,0,0.07968902587890625,0,16363.636363636364,108.80000000000001,343,48,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,30i,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1204,седан,серый,бензин,25,540i 4.4 MT (286 л.с.),4,21,SEDAN MECHANICAL 4.4,механическая,4.4,286,300000,задний,Дубликат,0.0,0.0,0.0,0.99,0,0.07011888176202774,8,13636.363636363636,0.0,935,152,,95,63.55555555555556,540i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,other,синий,бензин,3,30i xDrive 2.0 AT (249 л.с.) 4WD,5,3,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,249,54540,полный,Оригинал,0.0,0.34,0.0,0.65,3,0.29319852590560913,4,13635.0,203.73180000000002,2412,313,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,118.57142857142857,30i,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1206,other,чёрный,дизель,7,40d 3.0d AT (313 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,313,85000,полный,Оригинал,0.03,0.02,0.02,0.92,0,0.26517385244369507,0,17000.0,224.31666666666666,108,18,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,104,100.96774193548387,40d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,седан,чёрный,дизель,5,730Ld xDrive 3.0d AT (249 л.с.) 4WD,4,2,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,25000,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.08912279456853867,0,8333.333333333334,228.25,238,34,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,730Ld,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1208,седан,чёрный,дизель,4,530d xDrive 3.0d AT (249 л.с.) 4WD,4,3,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,81100,полный,Оригинал,0.0,0.0,0.0,1.0,0,0.2323048710823059,1,20275.0,181.687,1693,205,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,530d,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1209,седан,чёрный,дизель,7,520d 2.0d AT (184 л.с.),4,7,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,105000,задний,Оригинал,0.0,0.0,0.03,0.96,0,0.027287153527140617,0,13125.0,119.60000000000001,673,106,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520d,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1210,седан,чёрный,дизель,1,730Ld xDrive 3.0d AT (249 л.с.) 4WD,4,1,SEDAN AUTOMATIC 3.0,автоматическая,3.0,249,470,полный,Оригинал,0.0,0.25,0.0,0.75,3,0.42574426531791687,3,235.0,248.60989999999998,2214,322,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,83,80.32258064516128,730Ld,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
1211,other,other,бензин,8,18i 2.0 AT (150 л.с.),5,7,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,150,74000,задний,Оригинал,0.0,0.0,0.0,0.97,0,0.35785171389579773,7,9250.0,113.0,294,43,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,50,71.42857142857143,18i,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,other,серый,бензин,14,30i 3.0 AT (272 л.с.) 4WD,5,11,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,272,196000,полный,Оригинал,0.03,0.02,0.1,0.83,2,0.380375474691391,0,16333.333333333334,94.29333333333334,119,15,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,91,87.74193548387096,30i,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,седан,other,бензин,5,320i xDrive 2.0 AT (184 л.с.) 4WD,4,2,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,15000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.11874770373106003,0,5000.0,174.79999999999998,453,66,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,седан,серый,бензин,19,325xi 2.5 AT (192 л.с.) 4WD,4,17,SEDAN AUTOMATIC 2.5,автоматическая,2.5,192,300000,полный,Дубликат,0.0,0.0,0.0,0.99,0,0.06305190920829773,0,16666.666666666668,0.0,787,118,other,64,73.84615384615384,325xi,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,универсал 5 дв.,серый,дизель,15,320d 2.0d AT (177 л.с.),5,12,WAGON_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,177,214000,задний,Оригинал,0.0,0.19,0.0,0.81,3,0.12806682288646698,8,16461.53846153846,50.739999999999995,2664,428,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,59,84.28571428571428,320d,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,other,other,дизель,5,18d xDrive 2.0d AT (150 л.с.) 4WD,5,4,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,150,49500,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.15728722512722015,0,9900.0,125.25,338,46,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,50,71.42857142857143,18d,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,other,чёрный,бензин,8,4.4 AT (555 л.с.) 4WD,5,8,ALLROAD_5_DOORS AUTOMATIC 4.4,автоматическая,4.4,555,115000,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.15229283273220062,7,12777.777777777777,342.25,211,32,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,185,123.33333333333333,4.4,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1218,седан,серый,бензин,9,316i 1.6 AT (136 л.с.),4,6,SEDAN AUTOMATIC 1.6,автоматическая,1.6,136,53000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.11562297493219376,7,7571.428571428572,111.97333333333334,542,85,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,45,79.99999999999999,316i,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,other,other,бензин,11,28i 3.0 AT (258 л.с.) 4WD,5,11,ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,3.0,258,98000,полный,Дубликат,0.0,0.0,0.0,0.99,0,0.008499771356582642,0,8166.666666666667,173.72,633,90,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,86,83.2258064516129,28i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,other,синий,бензин,5,20i xDrive 2.0 AT (192 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,192,16100,полный,Оригинал,0.01,0.0,0.0,0.96,0,0.44841089844703674,0,5366.666666666667,181.696,191,29,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,64,91.42857142857143,20i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,other,чёрный,бензин,11,4.4 AT (555 л.с.) 4WD,5,9,ALLROAD_5_DOORS AUTOMATIC 4.4,автоматическая,4.4,555,140000,полный,Оригинал,0.01,0.0,0.0,0.97,0,0.0728994682431221,0,14000.0,296.0,244,39,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,185,123.33333333333333,4.4,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
1222,седан,чёрный,бензин,11,550i xDrive 4.4 AT (407 л.с.) 4WD,4,9,SEDAN AUTOMATIC 4.4,автоматическая,4.4,407,98000,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.30691468715667725,8,9800.0,274.0466666666667,405,69,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,136,90.44444444444444,550i,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1223,седан,чёрный,бензин,11,528i 2.0 AT (245 л.с.),4,7,SEDAN AUTOMATIC 2.0,автоматическая,2.0,245,83500,задний,Оригинал,0.0,0.0,0.04,0.95,0,0.26594123244285583,1,10437.5,176.80833333333334,1315,171,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,528i,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,хэтчбек 5 дв.,чёрный,бензин,9,116i 1.6 AT (136 л.с.),5,8,HATCHBACK_5_DOORS AUTOMATIC 1.6,автоматическая,1.6,136,92600,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.10628531873226166,8,10288.888888888889,94.02133333333333,896,144,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,45,79.99999999999999,116i,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,other,чёрный,бензин,6,28i 2.0 AT (245 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,245,18500,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.35629183053970337,0,6166.666666666667,229.89166666666668,287,46,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,82,116.66666666666666,28i,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,седан,синий,бензин,9,320i xDrive 2.0 AT (184 л.с.) 4WD,4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,128000,полный,Дубликат,0.0,0.0,0.0,0.97,0,0.22970588505268097,7,14222.222222222223,105.49333333333331,272,41,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,седан,синий,бензин,22,750Li 5.4 AT (326 л.с.),4,22,SEDAN AUTOMATIC 5.4,автоматическая,5.4,326,210000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.1536523699760437,8,9130.434782608696,97.80000000000001,1266,180,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,109,59.27272727272727,750Li,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1228,седан,чёрный,бензин,34,730i 3.0 MT (188 л.с.),4,31,SEDAN MECHANICAL 3.0,механическая,3.0,188,300000,задний,Дубликат,0.0,0.09,0.0,0.91,0,0.14004315435886383,8,9375.0,0.0,2116,296,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,63,60.64516129032258,730i,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,other,чёрный,бензин,11,18i 2.0 AT (150 л.с.),5,9,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,150,90000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.18379579484462738,8,9000.0,105.0,874,124,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,50,71.42857142857143,18i,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,седан,чёрный,дизель,5,750d xDrive 3.0d AT (400 л.с.) 4WD,4,2,SEDAN AUTOMATIC 3.0,автоматическая,3.0,400,75,полный,Оригинал,0.0,0.0,0.03,0.96,0,0.9339223504066467,2,25.0,399.90000000000003,1550,233,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,133,129.03225806451613,750d,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1231,other,белый,бензин,9,640i 3.0 AT (320 л.с.),2,8,COUPE AUTOMATIC 3.0,автоматическая,3.0,320,98000,задний,Дубликат,0.0,0.0,0.0,0.97,0,0.2316674143075943,7,10888.888888888889,215.46666666666667,296,43,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,107,103.2258064516129,640i,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1232,хэтчбек 3 дв.,other,бензин,9,116i 1.6 AT (136 л.с.),3,8,HATCHBACK_3_DOORS AUTOMATIC 1.6,автоматическая,1.6,136,99000,задний,Оригинал,0.0,0.0,0.0,0.98,0,0.4744032919406891,0,11000.0,91.11999999999999,364,49,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,45,79.99999999999999,116i,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,other,синий,бензин,9,640i 3.0 AT (320 л.с.),2,8,COUPE AUTOMATIC 3.0,автоматическая,3.0,320,127000,задний,Оригинал,0.0,0.0,0.0,0.99,0,0.10590066760778427,7,14111.111111111111,184.53333333333333,1065,154,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,107,103.2258064516129,640i,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,седан,чёрный,бензин,5,320i xDrive 2.0 AT (184 л.с.) 4WD,4,4,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,5000,полный,Оригинал,0.08,0.05,0.78,0.03,1,0.39980965852737427,0,1000.0,180.93333333333334,23,4,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320i,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,седан,синий,бензин,11,520i 2.0 AT (184 л.с.),4,8,SEDAN AUTOMATIC 2.0,автоматическая,2.0,184,98577,задний,Оригинал,0.0,0.22,0.0,0.78,3,0.42394474148750305,1,10953.0,123.53944000000001,2440,347,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,520i,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,other,чёрный,дизель,6,20d 2.0d AT (190 л.с.) 4WD,5,3,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,190,23900,полный,Оригинал,0.0,0.0,0.0,0.98,0,0.44298723340034485,7,5975.0,174.86333333333334,456,65,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,63,90.47619047619047,20d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,other,чёрный,дизель,9,320d xDrive 2.0d AT (184 л.с.) 4WD,5,5,LIFTBACK AUTOMATIC 2.0,автоматическая,2.0,184,128000,полный,Оригинал,0.0,0.0,0.0,0.97,0,0.28156429529190063,0,21333.333333333332,105.49333333333331,281,42,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,320d,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,седан,чёрный,бензин,25,523i 2.5 MT (170 л.с.),4,24,SEDAN MECHANICAL 2.5,механическая,2.5,170,300000,задний,Дубликат,0.0,0.0,0.0,0.99,0,0.01948823221027851,8,12000.0,0.0,1252,142,|Элементы экстерьера|Комфорт|Салон|Безопасность|Прочее|Обзор|Мультимедиа|Защита от угона|,57,65.38461538461539,523i,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,other,синий,бензин,8,18i 2.0 AT (150 л.с.),5,6,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,150,44000,задний,Оригинал,0.02,0.01,0.0,0.95,0,0.3829089105129242,7,6285.714285714285,127.99999999999999,211,28,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,50,71.42857142857143,18i,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,other,серый,бензин,10,20i xDrive 2.0 AT (184 л.с.) 4WD,5,6,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,184,138000,полный,Оригинал,0.0,0.05,0.0,0.95,0,0.12153501808643341,0,19714.285714285714,99.36000000000001,1674,265,|Элементы экстерьера|Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,61,87.61904761904762,20i,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,other,other,бензин,2,30i 2.0 AT (249 л.с.) 4WD,5,2,ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,2.0,249,12545,полный,Оригинал,0.0,0.2,0.0,0.8,3,0.23283718526363373,6,4181.666666666667,238.58765000000002,2431,312,||Комфорт|Салон|Безопасность||Обзор|Мультимедиа|Защита от угона|,83,118.57142857142857,30i,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
