,0
2331,1070000
2332,3825000
2333,400000
2334,800000
2335,2270000
2336,1070000
2337,620000
2338,1270000
2339,2375000
2340,260000
2341,935000
2342,1075000
2343,535000
2344,1155000
2345,825000
2346,515000
2347,1325000
2348,310000
2349,2395000
2350,105000
2351,1070000
2352,260000
2353,1780000
2354,1290000
2355,640000
2356,865000
2357,1110000
2358,400000
2359,345000
2360,1290000
2361,1290000
2362,670000
2363,980000
2364,1245000
2365,4895000
2366,1200000
2367,1025000
2368,720000
2369,1155000
2370,90000
2371,2805000
2372,695000
2373,620000
2374,755000
2375,560000
2376,230000
2377,5785000
2378,1600000
2379,425000
2380,2660000
2381,4450000
2382,640000
2383,1370000
2384,935000
2385,2660000
2386,2355000
2387,2670000
2388,525000
2389,1025000
2390,1155000
2391,650000
2392,1175000
2393,695000
2394,400000
2395,890000
2396,195000
2397,575000
2398,1380000
2399,310000
2400,560000
2401,445000
2402,1655000
2403,845000
2404,2225000
2405,305000
2406,670000
2407,310000
2408,3740000
2409,1025000
2410,670000
2411,755000
2412,1680000
2413,330000
2414,490000
2415,800000
2416,1520000
2417,445000
2418,1870000
2419,635000
2420,490000
2421,1110000
2422,135000
2423,505000
2424,910000
2425,2850000
2426,2075000
2427,1110000
2428,870000
2429,650000
2430,505000
2431,980000
2432,1070000
2433,890000
2434,225000
2435,1425000
2436,1060000
2437,160000
2438,1315000
2439,890000
2440,580000
2441,1070000
2442,1405000
2443,625000
2444,1475000
2445,355000
2446,420000
2447,1825000
2448,2670000
2449,2220000
2450,570000
2451,1595000
2452,515000
2453,3515000
2454,1335000
2455,670000
2456,2490000
2457,1290000
2458,580000
2459,230000
2460,1155000
2461,225000
2462,2225000
2463,2465000
2464,1155000
2465,2770000
2466,285000
2467,3160000
2468,830000
2469,265000
2470,600000
2471,890000
2472,580000
2473,1425000
2474,1070000
2475,845000
2476,510000
2477,1420000
2478,1515000
2479,45000
2480,410000
2481,285000
2482,1880000
2483,890000
2484,670000
2485,865000
2486,310000
2487,890000
2488,2980000
2489,3015000
2490,670000
2491,845000
2492,140000
2493,3070000
2494,255000
2495,2100000
2496,275000
2497,340000
2498,750000
2499,1025000
2500,1290000
2501,1290000
2502,1495000
2503,960000
2504,650000
2505,1110000
2506,460000
2507,1425000
2508,1495000
2509,710000
2510,505000
2511,1440000
2512,1185000
2513,960000
2514,1325000
2515,4530000
2516,490000
2517,75000
2518,1245000
2519,800000
2520,310000
2521,1330000
2522,2000000
2523,420000
2524,1600000
2525,665000
2526,980000
2527,2385000
2528,3115000
2529,1255000
2530,1955000
2531,890000
2532,1690000
2533,695000
2534,140000
2535,1025000
2536,1065000
2537,8455000
2538,220000
2539,1110000
2540,2270000
2541,3285000
2542,215000
2543,970000
2544,1560000
2545,1140000
2546,890000
2547,1560000
2548,105000
2549,810000
2550,470000
2551,1055000
2552,830000
2553,625000
2554,1245000
2555,2760000
2556,2315000
2557,115000
2558,1305000
2559,800000
2560,1500000
2561,205000
2562,1380000
2563,295000
2564,515000
2565,800000
2566,1655000
2567,515000
2568,340000
2569,1025000
2570,240000
2571,730000
2572,1095000
2573,535000
2574,200000
2575,400000
2576,445000
2577,135000
2578,495000
2579,1060000
2580,750000
2581,5920000
2582,1870000
2583,880000
2584,755000
2585,2090000
2586,1745000
2587,210000
2588,980000
2589,755000
2590,980000
2591,905000
2592,530000
2593,3340000
2594,750000
2595,535000
2596,500000
2597,570000
2598,1120000
2599,4715000
2600,730000
2601,3340000
2602,710000
2603,2535000
2604,910000
2605,1525000
2606,755000
2607,1290000
2608,4540000
2609,845000
2610,345000
2611,1825000
2612,755000
2613,355000
2614,490000
2615,625000
2616,785000
2617,1380000
2618,980000
2619,320000
2620,3250000
2621,535000
2622,1015000
2623,3295000
2624,980000
2625,140000
2626,710000
2627,775000
2628,1235000
2629,420000
2630,3015000
2631,1025000
2632,1295000
2633,2225000
2634,330000
2635,845000
2636,830000
2637,3115000
2638,855000
2639,1690000
2640,90000
2641,490000
2642,490000
2643,1025000
2644,615000
2645,825000
2646,800000
2647,890000
2648,710000
2649,275000
2650,685000
2651,310000
2652,790000
2653,2405000
2654,1315000
2655,225000
2656,560000
2657,695000
2658,560000
2659,2980000
2660,1065000
2661,680000
2662,1350000
2663,465000
2664,140000
2665,3285000
2666,400000
2667,490000
2668,2010000
2669,220000
2670,2285000
2671,620000
2672,1405000
2673,1245000
2674,730000
2675,7020000
2676,1335000
2677,1110000
2678,2475000
2679,740000
2680,205000
2681,400000
2682,330000
2683,500000
2684,160000
2685,2405000
2686,120000
2687,500000
2688,1870000
2689,1380000
2690,445000
2691,1825000
2692,400000
2693,750000
2694,365000
2695,465000
2696,115000
2697,400000
2698,4895000
2699,870000
2700,775000
2701,1095000
2702,575000
2703,730000
2704,1915000
2705,505000
2706,1150000
2707,505000
2708,240000
2709,880000
2710,310000
2711,615000
2712,630000
2713,100000
2714,3010000
2715,1005000
2716,580000
2717,1025000
2718,550000
2719,490000
2720,515000
2721,205000
2722,690000
2723,470000
2724,310000
2725,1110000
2726,790000
2727,1200000
2728,1245000
2729,1070000
2730,1735000
2731,645000
2732,1330000
2733,935000
2734,255000
2735,2455000
2736,545000
2737,5160000
2738,135000
2739,800000
2740,435000
2741,465000
2742,595000
2743,1335000
2744,595000
2745,775000
2746,755000
2747,465000
2748,295000
2749,1760000
2750,1825000
2751,1310000
2752,2270000
2753,1325000
2754,2045000
2755,485000
2756,275000
2757,3425000
2758,670000
2759,745000
2760,1060000
2761,1025000
2762,1235000
2763,845000
2764,680000
2765,710000
2766,1735000
2767,765000
2768,1070000
2769,1780000
2770,725000
2771,625000
2772,210000
2773,2380000
2774,550000
2775,375000
2776,535000
2777,2660000
2778,310000
2779,890000
2780,695000
2781,2560000
2782,890000
2783,1175000
2784,115000
2785,2650000
2786,140000
2787,1560000
2788,1380000
2789,180000
2790,710000
2791,1200000
2792,1200000
2793,870000
2794,1065000
2795,785000
2796,285000
2797,340000
2798,1335000
2799,1180000
2800,150000
2801,4005000
2802,600000
2803,255000
2804,320000
2805,560000
2806,330000
2807,4945000
2808,890000
2809,1130000
2810,520000
2811,580000
2812,345000
2813,1140000
2814,1335000
2815,625000
2816,935000
2817,980000
2818,980000
2819,400000
2820,535000
2821,1335000
2822,1085000
2823,1595000
2824,450000
2825,580000
2826,1595000
2827,150000
2828,585000
2829,950000
2830,160000
2831,425000
2832,470000
2833,425000
2834,5330000
2835,1070000
2836,705000
2837,720000
2838,1485000
2839,585000
2840,1065000
2841,710000
2842,710000
2843,60000
2844,1290000
2845,4095000
2846,5695000
2847,355000
2848,430000
2849,1380000
2850,545000
2851,655000
2852,480000
2853,1075000
2854,2795000
2855,135000
2856,2490000
2857,635000
2858,1950000
2859,535000
2860,2670000
2861,730000
2862,1025000
2863,2135000
2864,890000
2865,1645000
2866,470000
2867,2315000
2868,1600000
2869,2015000
2870,845000
2871,160000
2872,1780000
2873,3470000
2874,135000
2875,3025000
2876,340000
2877,1245000
2878,80000
2879,650000
2880,545000
2881,205000
2882,1290000
2883,640000
2884,580000
2885,1245000
2886,1645000
2887,585000
2888,3380000
2889,445000
2890,660000
2891,2400000
2892,670000
2893,2670000
2894,4270000
2895,100000
2896,445000
2897,330000
2898,385000
2899,2315000
2900,915000
2901,1050000
2902,935000
2903,685000
2904,710000
2905,240000
2906,1150000
2907,2760000
2908,1025000
2909,1380000
2910,2980000
2911,700000
2912,830000
2913,915000
2914,1200000
2915,2400000
2916,1470000
2917,1070000
2918,580000
2919,1165000
2920,1050000
2921,125000
2922,955000
2923,1070000
2924,410000
2925,800000
2926,1245000
2927,580000
2928,270000
2929,220000
2930,385000
2931,3375000
2932,1735000
2933,1735000
2934,265000
2935,385000
2936,1735000
2937,330000
2938,330000
2939,3470000
2940,640000
2941,2535000
2942,2580000
2943,670000
2944,1060000
2945,545000
2946,445000
2947,575000
2948,570000
2949,2000000
2950,605000
2951,970000
2952,3555000
2953,490000
2954,775000
2955,2535000
2956,445000
2957,920000
2958,485000
2959,545000
2960,4085000
2961,1390000
2962,160000
2963,1110000
2964,980000
2965,665000
2966,155000
2967,2670000
2968,640000
2969,230000
2970,515000
2971,2850000
2972,220000
2973,730000
2974,1070000
2975,2315000
2976,980000
2977,965000
2978,465000
2979,135000
2980,2625000
2981,3250000
2982,450000
2983,1585000
2984,720000
2985,1275000
2986,90000
2987,2965000
2988,2670000
2989,535000
2990,1600000
2991,250000
2992,3740000
2993,535000
2994,740000
2995,775000
2996,1070000
2997,1290000
2998,845000
2999,1070000
3000,135000
3001,265000
3002,1070000
3003,1070000
3004,310000
3005,630000
3006,1150000
3007,3115000
3008,1110000
3009,1230000
3010,1070000
3011,175000
3012,235000
3013,550000
3014,375000
3015,7295000
3016,3695000
3017,1550000
3018,385000
3019,1200000
3020,1405000
3021,110000
3022,1335000
3023,445000
3024,2315000
3025,2205000
3026,60000
3027,1005000
3028,2805000
3029,750000
3030,2045000
3031,265000
3032,345000
3033,350000
3034,890000
3035,845000
3036,3515000
3037,1275000
3038,1200000
3039,800000
3040,2180000
3041,625000
3042,1155000
3043,135000
3044,445000
3045,1630000
3046,625000
3047,295000
3048,1500000
3049,385000
3050,2405000
3051,935000
3052,310000
3053,750000
3054,1645000
3055,535000
3056,1235000
3057,870000
3058,1065000
3059,580000
3060,935000
3061,240000
3062,380000
3063,2360000
3064,1155000
3065,980000
3066,115000
3067,1135000
3068,1195000
3069,180000
3070,1110000
3071,1240000
3072,750000
3073,610000
3074,1515000
3075,2225000
3076,2850000
3077,685000
3078,465000
3079,845000
3080,1380000
3081,265000
3082,845000
3083,1095000
3084,800000
3085,135000
3086,1150000
3087,490000
3088,1110000
3089,845000
3090,515000
3091,1235000
3092,485000
3093,400000
3094,340000
3095,1780000
3096,1070000
3097,490000
3098,2315000
3099,1025000
3100,800000
3101,420000
3102,1560000
3103,860000
3104,390000
3105,500000
3106,1245000
3107,570000
3108,240000
3109,2535000
3110,425000
3111,550000
3112,205000
3113,1795000
3114,3695000
3115,1415000
3116,465000
3117,1085000
3118,625000
3119,1870000
3120,1070000
3121,1335000
3122,350000
3123,275000
3124,845000
3125,710000
3126,845000
3127,1470000
3128,645000
3129,1560000
3130,880000
3131,230000
3132,980000
3133,725000
3134,1425000
3135,3115000
3136,170000
3137,1070000
3138,1780000
3139,755000
3140,605000
3141,1050000
3142,835000
3143,1825000
3144,265000
3145,490000
3146,515000
3147,265000
3148,705000
3149,790000
3150,5695000
3151,560000
3152,55000
3153,120000
3154,2485000
3155,345000
3156,2180000
3157,2980000
3158,980000
3159,3055000
3160,310000
3161,365000
3162,2385000
3163,800000
3164,1055000
3165,165000
3166,400000
3167,805000
3168,1070000
3169,980000
3170,175000
3171,1690000
3172,605000
3173,1110000
3174,1085000
3175,100000
3176,185000
3177,890000
3178,1070000
3179,710000
3180,620000
3181,595000
3182,220000
3183,665000
3184,2225000
3185,1200000
3186,115000
3187,6410000
3188,3515000
3189,305000
3190,1110000
3191,755000
3192,375000
3193,3375000
3194,205000
3195,755000
3196,480000
3197,110000
3198,1040000
3199,95000
3200,570000
3201,240000
3202,1580000
3203,2490000
3204,305000
3205,670000
3206,620000
3207,5160000
3208,1930000
3209,440000
3210,1150000
3211,605000
3212,260000
3213,1335000
3214,845000
3215,195000
3216,1870000
3217,1110000
3218,1025000
3219,2625000
3220,1045000
3221,160000
3222,1390000
3223,310000
3224,2490000
3225,490000
3226,2595000
3227,1470000
3228,4300000
3229,1135000
3230,400000
3231,1720000
3232,670000
3233,1870000
3234,2775000
3235,3250000
3236,2335000
3237,1140000
3238,1335000
3239,2890000
3240,125000
3241,405000
3242,585000
3243,345000
3244,1515000
3245,3070000
3246,585000
3247,1235000
3248,240000
3249,3870000
3250,1760000
3251,1175000
3252,60000
3253,295000
3254,2535000
3255,2535000
3256,420000
3257,1110000
3258,490000
3259,2135000
3260,1425000
3261,545000
3262,1070000
3263,3340000
3264,2020000
3265,1200000
3266,1680000
3267,870000
3268,270000
3269,3425000
3270,755000
3271,1660000
3272,2850000
3273,60000
3274,825000
3275,425000
3276,845000
3277,1110000
3278,1200000
3279,1075000
3280,1140000
3281,615000
3282,2225000
3283,105000
3284,1780000
3285,980000
3286,345000
3287,1780000
3288,560000
3289,470000
3290,1560000
3291,2020000
3292,560000
3293,2490000
3294,300000
3295,2405000
3296,355000
3297,115000
3298,220000
3299,1955000
3300,265000
3301,1060000
3302,470000
3303,435000
3304,1200000
3305,710000
3306,240000
3307,1540000
3308,520000
3309,470000
3310,980000
3311,1070000
3312,3115000
3313,2200000
3314,3740000
3315,1600000
3316,515000
3317,245000
3318,545000
3319,535000
3320,800000
3321,1070000
3322,890000
3323,2805000
3324,1470000
3325,980000
3326,845000
3327,2980000
3328,2850000
3329,140000
3330,6450000
3331,595000
3332,195000
3333,295000
3334,295000
3335,5430000
3336,1645000
3337,800000
3338,2660000
3339,475000
3340,720000
3341,1620000
3342,2660000
3343,170000
3344,980000
3345,1735000
3346,445000
3347,4670000
3348,630000
3349,455000
3350,840000
3351,1110000
3352,710000
3353,445000
3354,1555000
3355,665000
3356,755000
3357,220000
3358,705000
3359,790000
3360,465000
3361,240000
3362,3015000
3363,980000
3364,1325000
3365,285000
3366,1470000
3367,3285000
3368,5495000
3369,1325000
3370,1440000
3371,705000
3372,4785000
3373,400000
3374,935000
3375,2625000
3376,970000
3377,730000
3378,1140000
3379,1380000
3380,2330000
3381,1200000
3382,1415000
3383,1560000
3384,1470000
3385,355000
3386,330000
3387,765000
3388,245000
3389,1245000
3390,980000
3391,3025000
3392,230000
3393,135000
3394,1870000
3395,1275000
3396,1335000
3397,450000
3398,560000
3399,1505000
3400,660000
3401,1265000
3402,505000
3403,6050000
3404,530000
3405,2670000
3406,1150000
3407,865000
3408,695000
3409,1645000
3410,605000
3411,1245000
3412,2890000
3413,250000
3414,935000
3415,670000
3416,890000
3417,535000
3418,905000
3419,870000
3420,630000
3421,9750000
3422,270000
3423,1030000
3424,2850000
3425,4095000
3426,1095000
3427,710000
3428,1825000
3429,580000
3430,1245000
3431,1130000
3432,2535000
3433,650000
3434,2315000
3435,1600000
3436,435000
3437,580000
3438,620000
3439,755000
3440,1110000
3441,1060000
3442,6585000
3443,625000
3444,160000
3445,425000
3446,1200000
3447,5295000
3448,1155000
3449,630000
3450,1200000
3451,1025000
3452,855000
3453,730000
3454,1595000
3455,3115000
3456,405000
3457,310000
3458,240000
3459,425000
3460,890000
3461,1505000
3462,1560000
3463,980000
3464,230000
3465,1175000
3466,625000
3467,200000
3468,650000
3469,3220000
3470,240000
3471,1155000
3472,1030000
3473,875000
3474,980000
3475,2090000
3476,240000
3477,710000
3478,3740000
3479,755000
3480,910000
3481,365000
3482,730000
3483,880000
3484,1735000
3485,6540000
3486,2305000
3487,2715000
3488,1080000
3489,660000
3490,515000
3491,1155000
3492,835000
3493,755000
3494,1110000
3495,625000
3496,270000
3497,1960000
3498,310000
3499,625000
3500,800000
3501,1065000
3502,1335000
3503,1335000
3504,445000
3505,550000
3506,1870000
3507,995000
3508,1405000
3509,640000
3510,670000
3511,2660000
3512,695000
3513,560000
3514,3560000
3515,695000
3516,560000
3517,70000
3518,985000
3519,1230000
3520,775000
3521,775000
3522,400000
3523,3480000
3524,400000
3525,1295000
3526,535000
3527,1465000
3528,1155000
3529,1110000
3530,800000
3531,830000
3532,1025000
3533,980000
3534,445000
3535,6050000
3536,1015000
3537,1070000
3538,1155000
3539,1290000
3540,310000
3541,595000
3542,800000
3543,1110000
3544,535000
3545,560000
3546,500000
3547,5385000
3548,1025000
3549,435000
3550,1335000
3551,65000
3552,580000
3553,1000000
3554,600000
3555,550000
3556,445000
3557,710000
3558,1645000
3559,865000
3560,1230000
3561,710000
3562,800000
3563,1335000
3564,1050000
3565,935000
3566,535000
3567,275000
3568,2845000
3569,420000
3570,540000
3571,170000
3572,1690000
3573,345000
3574,1040000
3575,355000
3576,250000
3577,610000
3578,1780000
3579,400000
3580,570000
3581,490000
3582,1915000
3583,320000
3584,710000
3585,1025000
3586,670000
3587,685000
3588,695000
3589,1470000
3590,4540000
3591,400000
3592,45000
3593,65000
3594,3470000
3595,375000
3596,1470000
3597,2935000
3598,1025000
3599,820000
3600,1870000
3601,975000
3602,625000
3603,400000
3604,2180000
3605,240000
3606,2440000
3607,650000
3608,625000
3609,1530000
3610,640000
3611,415000
3612,5920000
3613,420000
3614,1425000
3615,755000
3616,1370000
3617,425000
3618,365000
3619,1735000
3620,1150000
3621,1290000
3622,1470000
3623,710000
3624,800000
3625,285000
3626,645000
3627,2535000
3628,845000
3629,190000
3630,610000
3631,255000
3632,880000
3633,3025000
3634,1690000
3635,530000
3636,1960000
3637,620000
3638,70000
3639,240000
3640,365000
3641,3340000
3642,1040000
3643,125000
3644,2225000
3645,2535000
3646,1070000
3647,4345000
3648,95000
3649,465000
3650,620000
3651,490000
3652,1155000
3653,845000
3654,5965000
3655,535000
3656,2625000
3657,385000
3658,435000
3659,705000
3660,1025000
3661,890000
3662,845000
3663,1540000
3664,1025000
3665,4265000
3666,1655000
3667,560000
3668,505000
3669,400000
3670,220000
3671,1150000
3672,560000
3673,670000
3674,2535000
3675,1385000
3676,1200000
3677,1150000
3678,1650000
3679,1515000
3680,3025000
3681,1645000
3682,1790000
3683,375000
3684,980000
3685,1950000
3686,755000
3687,1070000
3688,790000
3689,4055000
3690,620000
3691,600000
3692,440000
3693,465000
3694,2315000
3695,220000
3696,605000
3697,705000
3698,4095000
3699,1025000
3700,755000
3701,2990000
3702,4400000
3703,145000
3704,400000
3705,400000
3706,460000
3707,525000
3708,490000
3709,490000
3710,1070000
3711,1560000
3712,1515000
3713,890000
3714,560000
3715,460000
3716,2225000
3717,800000
3718,3295000
3719,1285000
3720,990000
3721,910000
3722,1645000
3723,670000
3724,490000
3725,2315000
3726,2580000
3727,775000
3728,1050000
3729,680000
3730,345000
3731,1235000
3732,650000
3733,3560000
3734,1155000
3735,470000
3736,765000
3737,1175000
3738,2760000
3739,295000
3740,980000
3741,845000
3742,190000
3743,545000
3744,1960000
3745,1245000
3746,1760000
3747,180000
3748,2045000
3749,275000
3750,410000
3751,2135000
3752,1025000
3753,400000
3754,960000
3755,480000
3756,580000
3757,1770000
3758,295000
3759,7565000
3760,855000
3761,785000
3762,490000
3763,1025000
3764,550000
3765,390000
3766,550000
3767,1515000
3768,1710000
3769,220000
3770,1005000
3771,1915000
3772,1290000
3773,4005000
3774,1175000
3775,845000
3776,2670000
3777,1110000
3778,2045000
3779,830000
3780,490000
3781,580000
3782,515000
3783,580000
3784,1075000
3785,1360000
3786,1025000
3787,580000
3788,2205000
3789,1465000
3790,2315000
3791,335000
3792,800000
3793,625000
3794,595000
3795,585000
3796,890000
3797,505000
3798,625000
3799,135000
3800,2090000
3801,1600000
3802,355000
3803,420000
3804,220000
3805,625000
3806,1055000
3807,765000
3808,580000
3809,755000
3810,1720000
3811,265000
3812,670000
3813,980000
3814,1110000
3815,3205000
3816,640000
3817,1385000
3818,385000
3819,60000
3820,710000
3821,1030000
3822,220000
3823,2125000
3824,490000
3825,1425000
3826,890000
3827,830000
3828,3110000
3829,2090000
3830,1600000
3831,550000
3832,1290000
3833,755000
3834,5590000
3835,1050000
3836,2270000
3837,2315000
3838,400000
3839,500000
3840,635000
3841,590000
3842,1600000
3843,500000
3844,1380000
3845,405000
3846,445000
3847,800000
3848,115000
3849,670000
3850,1110000
3851,800000
3852,545000
3853,1025000
3854,830000
3855,545000
3856,2225000
3857,1645000
3858,1405000
3859,255000
3860,490000
3861,250000
3862,135000
3863,3250000
3864,3160000
3865,525000
3866,515000
3867,420000
3868,1025000
3869,2760000
3870,175000
3871,2880000
3872,560000
3873,1735000
3874,2445000
3875,1735000
3876,1070000
3877,1025000
3878,810000
3879,980000
3880,340000
3881,645000
3882,310000
3883,490000
3884,3250000
3885,1290000
3886,1085000
3887,5590000
3888,2535000
3889,630000
3890,365000
3891,1290000
3892,975000
3893,1425000
3894,2225000
3895,1290000
3896,270000
3897,6665000
3898,255000
3899,1150000
3900,550000
3901,530000
3902,1515000
3903,2935000
3904,780000
3905,5515000
3906,1305000
3907,3740000
3908,750000
3909,625000
3910,1390000
3911,1230000
3912,2580000
3913,325000
3914,710000
3915,1440000
3916,980000
3917,440000
3918,1760000
3919,2220000
3920,1025000
3921,5775000
3922,1265000
3923,445000
3924,2850000
3925,580000
3926,1690000
3927,870000
3928,880000
3929,740000
3930,935000
3931,610000
3932,220000
3933,1870000
3934,625000
3935,1005000
3936,1960000
3937,2490000
3938,1690000
3939,375000
3940,400000
3941,1235000
3942,1130000
3943,2450000
3944,420000
3945,1150000
3946,1200000
3947,355000
3948,7015000
3949,640000
3950,690000
3951,1010000
3952,580000
3953,1025000
3954,650000
3955,845000
3956,425000
3957,750000
3958,1505000
3959,445000
3960,2090000
3961,3060000
3962,535000
3963,830000
3964,220000
3965,1425000
3966,385000
3967,265000
3968,115000
3969,935000
3970,1310000
3971,5265000
3972,675000
3973,705000
3974,570000
3975,3070000
3976,2930000
3977,235000
3978,615000
3979,1005000
3980,5250000
3981,845000
3982,490000
3983,580000
3984,580000
3985,240000
3986,1245000
3987,580000
3988,845000
3989,465000
3990,410000
3991,400000
3992,265000
3993,140000
3994,1505000
3995,1025000
3996,845000
3997,1025000
3998,375000
3999,1155000
4000,1290000
4001,1110000
4002,2215000
4003,5320000
4004,980000
4005,545000
4006,215000
4007,625000
4008,1070000
4009,2715000
4010,2315000
4011,785000
4012,845000
4013,1645000
4014,800000
4015,1050000
4016,1270000
4017,580000
4018,1200000
4019,220000
4020,2315000
4021,740000
4022,880000
4023,440000
4024,675000
4025,1155000
4026,1470000
4027,310000
4028,1310000
4029,490000
4030,1425000
4031,2135000
4032,630000
4033,2270000
4034,1290000
4035,1380000
4036,980000
4037,1515000
4038,445000
4039,125000
4040,880000
4041,1450000
4042,2805000
4043,690000
4044,1110000
4045,3295000
4046,1560000
4047,1040000
4048,2405000
4049,830000
4050,150000
4051,2220000
4052,1105000
4053,3490000
4054,6365000
4055,535000
4056,260000
4057,1640000
4058,4440000
4059,1380000
4060,1235000
4061,1155000
4062,505000
4063,615000
4064,465000
4065,1325000
4066,410000
4067,1690000
4068,475000
4069,630000
4070,100000
4071,625000
4072,1040000
4073,2405000
4074,720000
4075,1715000
4076,625000
4077,710000
4078,1425000
4079,830000
4080,1245000
4081,1065000
4082,615000
4083,3740000
4084,570000
4085,145000
4086,580000
4087,1690000
4088,425000
4089,1040000
4090,1305000
4091,1205000
4092,750000
4093,1825000
4094,1155000
4095,315000
4096,4450000
4097,1110000
4098,3380000
4099,1200000
4100,535000
4101,70000
4102,385000
4103,1715000
4104,710000
4105,755000
4106,820000
4107,1095000
4108,1470000
4109,845000
4110,1155000
4111,490000
4112,465000
4113,600000
4114,845000
4115,1460000
4116,595000
4117,335000
4118,1220000
4119,2530000
4120,1110000
4121,445000
4122,705000
4123,1390000
4124,255000
4125,1735000
4126,545000
4127,1025000
4128,405000
4129,1135000
4130,430000
4131,180000
4132,545000
4133,800000
4134,670000
4135,855000
4136,2715000
4137,1560000
4138,1275000
4139,3460000
4140,465000
4141,2190000
4142,1335000
4143,410000
4144,190000
4145,1645000
4146,980000
4147,915000
4148,230000
4149,615000
4150,755000
4151,505000
4152,485000
4153,845000
4154,935000
4155,2580000
4156,2135000
4157,800000
4158,615000
4159,365000
4160,1065000
4161,1470000
4162,2510000
4163,720000
4164,935000
4165,605000
4166,535000
4167,205000
4168,500000
4169,2890000
4170,870000
4171,615000
4172,535000
4173,1200000
4174,950000
4175,2805000
4176,260000
4177,425000
4178,2040000
4179,355000
4180,610000
4181,755000
4182,375000
4183,855000
4184,5330000
4185,2065000
4186,2490000
4187,1310000
4188,1655000
4189,785000
4190,2625000
4191,515000
4192,950000
4193,265000
4194,440000
4195,2000000
4196,625000
4197,2360000
4198,905000
4199,195000
4200,2760000
4201,595000
4202,490000
4203,3820000
4204,2965000
4205,2405000
4206,340000
4207,580000
4208,420000
4209,265000
4210,1150000
4211,910000
4212,425000
4213,650000
4214,620000
4215,3140000
4216,295000
4217,2000000
4218,1505000
4219,160000
4220,310000
4221,935000
4222,800000
4223,260000
4224,2045000
4225,1155000
4226,325000
4227,435000
4228,2535000
4229,1110000
4230,2865000
4231,1030000
4232,1070000
4233,695000
4234,1385000
4235,1690000
4236,310000
4237,1975000
4238,1155000
4239,1245000
4240,845000
4241,1245000
4242,415000
4243,135000
4244,1450000
4245,1870000
4246,260000
4247,890000
4248,980000
4249,525000
4250,410000
4251,285000
4252,980000
4253,1815000
4254,445000
4255,795000
4256,2450000
4257,385000
4258,2400000
4259,685000
4260,1255000
4261,1310000
4262,1335000
4263,890000
4264,755000
4265,2040000
4266,310000
4267,130000
4268,425000
4269,1780000
4270,390000
4271,1780000
4272,475000
4273,605000
4274,2360000
4275,3115000
4276,595000
4277,535000
4278,140000
4279,1200000
4280,760000
4281,1595000
4282,1070000
4283,610000
4284,2385000
4285,960000
4286,180000
4287,845000
4288,860000
4289,1860000
4290,455000
4291,2200000
4292,1425000
4293,890000
4294,3870000
4295,1425000
4296,800000
4297,625000
4298,710000
4299,1095000
4300,1040000
4301,665000
4302,180000
4303,1915000
4304,670000
4305,1280000
4306,3070000
4307,1440000
4308,310000
4309,1690000
4310,1920000
4311,890000
4312,835000
4313,330000
4314,625000
4315,2850000
4316,5940000
4317,870000
4318,2360000
4319,1070000
4320,155000
4321,355000
4322,440000
4323,605000
4324,1690000
4325,1155000
4326,150000
4327,740000
4328,635000
4329,935000
4330,625000
4331,625000
4332,1690000
4333,2450000
4334,710000
4335,665000
4336,2450000
4337,1150000
4338,620000
4339,1825000
4340,845000
4341,1585000
4342,2835000
4343,1155000
4344,3045000
4345,250000
4346,845000
4347,625000
4348,935000
4349,400000
4350,1425000
4351,1825000
4352,970000
4353,250000
4354,515000
4355,525000
4356,5695000
4357,1900000
4358,1470000
4359,730000
4360,1095000
4361,1315000
4362,8285000
4363,440000
4364,2960000
4365,1365000
4366,220000
4367,2490000
4368,745000
4369,515000
4370,245000
4371,205000
4372,650000
4373,1600000
4374,180000
4375,1065000
4376,180000
4377,490000
4378,2000000
4379,2090000
4380,1140000
4381,500000
4382,775000
4383,390000
4384,915000
4385,915000
4386,1025000
4387,790000
4388,310000
4389,1210000
4390,1025000
4391,845000
4392,670000
4393,1645000
4394,670000
4395,750000
4396,490000
4397,505000
4398,870000
4399,1430000
4400,5965000
4401,570000
4402,1025000
4403,165000
4404,2400000
4405,2760000
4406,685000
4407,2935000
4408,1245000
4409,2760000
4410,2040000
4411,1070000
4412,1505000
4413,870000
4414,785000
4415,375000
4416,3115000
4417,1425000
4418,800000
4419,1645000
4420,295000
4421,2335000
4422,1060000
4423,380000
4424,870000
4425,1200000
4426,705000
4427,1600000
4428,500000
4429,940000
4430,180000
4431,710000
4432,2775000
4433,650000
4434,220000
4435,365000
4436,1465000
4437,625000
4438,445000
4439,1070000
4440,355000
4441,1355000
4442,1405000
4443,845000
4444,545000
4445,445000
4446,335000
4447,445000
4448,980000
4449,1230000
4450,1265000
4451,505000
4452,180000
4453,1110000
4454,255000
4455,2565000
4456,355000
4457,1220000
4458,1265000
4459,4230000
4460,935000
4461,1245000
4462,740000
4463,3115000
4464,500000
4465,640000
4466,1245000
4467,785000
4468,2405000
4469,775000
4470,915000
4471,975000
4472,910000
4473,465000
4474,1335000
4475,1110000
4476,2040000
4477,470000
4478,1470000
4479,1375000
4480,705000
4481,640000
4482,1040000
4483,440000
4484,355000
4485,2535000
4486,980000
4487,730000
4488,6675000
4489,415000
4490,750000
4491,220000
4492,670000
4493,820000
4494,345000
4495,2225000
4496,375000
4497,110000
4498,645000
4499,1300000
4500,2225000
4501,5075000
4502,180000
4503,1200000
